steam_temp_C,steam_pressure_kgcm2,vibration_mms,bearing_temp_C,rpm,oil_pressure_kgcm2,load_percent,failure
544.44,176.63,3.14,65.91,2977.4,2.15,81.6,0
530.94,170.98,1.77,61.72,2992.4,2.49,90.1,0
532.98,170.85,2.35,67.53,2987.2,2.22,86.7,0
541.84,172.46,4.43,53.05,3006.0,2.64,79.9,0
548.49,171.42,2.55,70.64,3019.0,1.92,76.8,0
539.16,174.23,2.89,69.48,3028.7,2.08,100.0,0
592.85,150.78,8.51,94.49,2946.3,1.85,55.2,1
541.96,170.41,1.88,70.23,3002.2,2.01,93.4,0
555.33,176.6,2.69,63.92,2997.7,2.27,84.6,0
578.28,151.6,9.07,81.11,2952.9,1.48,54.8,1
533.97,175.52,2.61,67.18,2974.1,1.72,70.6,0
536.16,181.29,4.3,61.58,3019.0,2.32,100.0,0
546.54,168.83,2.88,70.51,2990.2,2.25,66.1,0
545.62,173.94,2.67,66.45,2999.6,1.97,88.1,0
567.76,154.09,7.85,82.23,2953.2,1.97,63.0,1
534.55,170.7,1.93,61.88,3002.3,1.89,67.6,0
524.2,173.7,3.57,63.12,3005.8,1.98,65.6,0
540.45,164.01,4.67,70.31,3008.8,2.21,87.7,0
540.02,169.81,2.38,64.49,3024.8,2.24,100.0,0
532.81,161.3,2.08,57.26,2981.9,2.03,88.2,0
544.39,167.44,7.49,81.16,2968.8,1.64,65.9,1
541.19,166.1,1.62,67.98,2990.1,2.44,100.0,0
537.41,162.29,3.62,71.85,2989.9,2.38,81.7,0
552.01,173.2,2.45,67.68,2985.2,1.95,87.9,0
566.41,154.7,9.17,81.81,2987.2,1.54,77.0,1
571.46,165.77,8.06,84.59,2959.5,1.69,72.2,1
528.34,172.12,2.92,63.01,3031.3,1.74,92.8,0
545.7,174.99,3.51,63.51,2992.2,1.97,83.0,0
545.74,167.18,1.3,62.3,2988.0,2.41,86.5,0
551.06,170.32,1.07,68.29,3001.4,2.23,84.1,0
546.89,173.47,1.36,67.93,3004.6,2.15,76.2,0
545.55,163.99,2.35,56.05,3003.9,2.19,75.9,0
539.07,167.31,2.9,62.39,2982.9,2.16,82.0,0
535.26,164.81,2.17,71.14,2968.1,2.22,81.9,0
546.94,177.15,2.81,54.53,3023.0,2.03,77.2,0
541.25,164.96,3.67,73.49,2993.3,2.2,98.6,0
539.13,170.84,1.9,58.38,3006.9,2.13,90.7,0
567.53,163.82,10.55,96.13,2945.7,1.63,70.1,1
542.76,171.43,1.04,70.69,2980.2,2.41,84.3,0
546.28,167.07,6.35,77.91,2984.6,1.68,78.5,0
556.48,167.76,4.1,60.13,3007.8,2.07,96.2,0
562.37,163.99,7.14,98.38,2936.3,1.24,80.9,1
549.6,168.64,4.55,61.99,2994.3,2.35,92.6,0
563.46,157.69,4.53,93.87,2946.9,1.69,82.3,1
534.3,170.03,3.18,63.84,3012.0,2.0,83.4,0
539.44,168.42,3.43,69.09,3003.6,2.08,90.7,0
553.48,170.06,1.63,64.92,2995.3,2.76,95.5,0
540.4,160.12,0.84,78.7,3031.9,2.23,89.3,0
578.11,167.89,5.73,87.12,2964.6,1.61,63.4,0
539.1,173.28,2.3,58.13,2998.8,2.35,83.5,0
537.79,167.14,1.41,64.96,3018.7,2.18,80.0,0
533.94,175.06,2.17,62.29,3004.4,2.03,87.8,0
558.91,156.8,3.95,79.22,2978.1,1.9,80.4,0
540.46,169.61,3.0,65.0,2957.0,2.01,99.3,0
539.54,167.73,4.47,66.27,2992.0,1.87,100.0,0
538.69,165.85,3.5,61.04,2990.7,2.1,66.0,0
544.15,172.05,3.01,57.22,2991.2,2.14,76.7,0
543.43,175.53,2.92,66.82,2993.1,2.36,97.0,0
547.41,174.76,3.46,67.67,2984.6,2.17,68.5,0
543.32,169.81,2.37,65.94,3020.4,2.2,82.3,0
569.03,159.58,7.04,82.82,2971.5,1.36,72.3,1
564.99,156.91,7.49,94.47,2956.2,1.17,78.6,1
561.62,170.59,4.67,77.36,2997.6,2.2,78.3,0
543.77,164.28,2.17,69.8,3015.4,2.11,80.9,0
565.85,148.74,8.31,83.47,2970.2,1.55,73.0,1
532.36,170.04,2.31,70.34,3013.7,2.59,80.6,0
550.15,178.52,1.64,67.97,2993.5,1.87,100.0,0
537.65,167.51,1.96,68.5,2987.1,2.57,82.4,0
546.79,171.98,3.1,65.07,3019.3,2.31,68.4,0
542.37,161.25,3.5,69.51,2996.0,2.26,95.7,0
544.68,153.94,7.05,78.33,2994.2,1.38,64.0,1
556.6,152.41,9.47,101.31,2953.3,1.59,77.2,1
570.66,167.52,7.44,91.14,2975.2,1.5,81.0,1
546.73,168.18,4.33,74.33,3008.2,1.47,86.4,0
570.16,151.08,7.64,92.75,3022.1,1.67,57.4,1
572.21,157.62,7.22,86.67,2964.3,1.68,59.8,1
564.71,156.42,9.48,84.78,2953.9,1.47,88.1,1
545.32,171.43,1.64,63.65,2984.9,2.54,100.0,0
557.85,170.29,5.07,76.92,2943.9,1.92,67.9,0
555.07,164.39,7.29,81.01,2989.6,1.85,98.1,1
532.08,169.44,1.01,67.44,3043.8,2.24,88.4,0
527.58,166.4,1.35,68.92,2991.5,2.33,88.9,0
557.09,164.93,5.42,74.83,2966.5,1.68,49.3,0
538.55,170.36,2.76,62.73,3003.7,2.04,100.0,0
552.6,165.09,1.9,60.76,2977.8,2.01,86.0,0
534.3,183.68,2.24,69.8,2981.2,1.78,85.3,0
534.38,177.51,1.32,65.95,2998.0,2.13,88.5,0
541.52,170.74,2.0,65.02,3007.9,2.05,73.0,0
593.27,157.12,10.16,94.26,2979.6,1.47,73.4,1
531.12,166.76,1.17,69.3,2998.3,2.14,79.5,0
547.6,177.21,1.35,66.44,3027.9,2.11,91.1,0
576.2,154.68,3.73,78.9,3036.8,1.74,100.0,0
575.16,143.69,11.18,91.23,2962.9,1.01,56.6,1
528.03,170.26,3.43,61.48,2991.0,2.1,96.7,0
528.5,163.62,2.8,65.55,3005.8,2.51,90.8,0
543.27,173.49,4.3,69.79,3002.3,1.97,79.2,0
539.94,162.66,2.69,69.0,2996.7,2.25,87.1,0
574.45,163.65,7.89,74.48,2954.1,1.48,71.9,1
521.06,170.38,3.21,62.4,3015.3,2.21,83.4,0
560.47,168.49,5.04,87.52,2998.9,2.06,77.0,0
551.31,178.22,2.05,61.86,3000.6,2.09,97.1,0
540.81,173.82,2.55,60.27,3013.6,2.24,90.4,0
532.75,178.27,2.77,61.99,3008.3,2.36,100.0,0
529.47,178.83,2.3,64.39,3018.2,2.18,99.9,0
556.09,171.49,1.83,71.67,3012.7,2.23,90.9,0
531.86,169.94,2.47,67.76,3008.5,1.53,78.5,0
541.12,162.46,2.49,63.55,3018.8,1.97,71.9,0
571.89,159.05,6.07,81.07,2956.5,1.62,89.0,0
547.63,167.04,2.78,65.34,3023.1,2.17,84.8,0
552.63,167.17,2.21,68.2,2998.4,2.66,85.1,0
537.64,165.06,2.25,59.09,2996.7,2.13,92.3,0
534.02,170.23,4.38,80.14,2973.8,2.09,83.0,0
546.64,160.7,8.17,77.12,2933.2,1.69,74.7,1
532.07,159.95,1.82,62.84,3032.2,2.18,88.2,0
540.49,161.51,0.95,67.98,2973.2,2.15,95.1,0
567.96,164.27,8.21,78.6,2950.6,1.6,80.1,1
545.71,179.59,3.25,64.54,3010.7,2.03,88.7,0
531.32,178.7,2.24,63.69,3003.5,2.29,87.3,0
538.05,168.98,2.12,63.58,2988.4,2.2,81.8,0
528.21,178.74,2.94,64.42,2990.0,1.62,77.7,0
546.19,177.68,2.4,68.46,2993.0,2.44,80.0,0
574.14,154.38,7.07,94.71,2931.9,1.66,78.2,1
533.98,170.38,2.6,60.4,2983.4,2.06,100.0,0
536.7,173.16,3.14,69.79,2979.6,2.25,96.0,0
553.71,161.9,2.78,66.42,2986.0,2.32,70.1,0
534.77,179.18,1.73,74.6,2997.6,2.13,89.0,0
544.18,169.64,1.43,57.42,2985.6,2.56,100.0,0
569.6,152.59,9.66,99.85,2938.3,1.55,63.9,1
551.79,161.97,2.19,58.17,3001.8,2.35,83.4,0
536.2,168.26,2.44,51.64,2983.7,2.04,94.5,0
564.95,153.11,3.37,77.21,2939.8,1.46,82.3,0
583.59,159.8,10.8,102.3,2897.0,1.52,58.7,1
537.57,163.76,3.7,62.77,3022.9,2.27,80.2,0
543.15,167.87,3.17,71.64,2995.1,2.15,83.4,0
538.53,165.38,10.15,84.88,2934.1,1.54,67.1,1
573.42,152.03,8.23,88.71,2993.0,1.42,93.7,1
544.48,161.87,3.37,60.75,2995.8,2.46,96.0,0
527.03,167.27,2.08,65.5,3007.7,2.45,80.4,0
534.04,166.72,3.33,63.52,2981.4,2.31,69.1,0
579.19,166.26,8.85,86.25,3021.5,2.2,74.7,1
547.97,178.87,2.16,62.51,3004.8,2.16,88.2,0
568.84,165.38,4.87,64.84,2966.6,2.07,94.7,0
538.25,167.44,1.58,58.91,2972.6,2.2,64.4,0
533.07,178.26,3.39,61.77,2983.9,2.16,84.0,0
539.33,170.35,3.43,71.89,2991.0,2.15,93.0,0
538.55,171.31,3.91,64.34,3015.1,2.25,82.6,0
554.61,159.18,3.1,79.05,3005.6,2.12,80.1,0
546.14,165.88,3.19,63.89,2970.8,2.0,84.3,0
569.36,163.75,5.15,99.53,2938.4,1.59,77.0,1
536.36,173.37,3.27,65.24,2979.0,1.78,69.7,0
536.77,161.77,2.51,76.22,3003.4,2.16,56.8,0
531.15,174.0,2.79,65.04,3003.1,2.06,81.9,0
533.03,172.7,0.45,55.72,3047.5,2.07,99.7,0
539.48,161.78,2.21,62.57,2988.2,2.04,66.9,0
547.99,168.22,2.93,64.99,2973.1,2.21,91.1,0
532.36,177.15,2.97,65.76,3021.0,2.36,62.1,0
537.9,164.42,1.53,58.34,2994.0,1.99,83.5,0
541.63,175.12,1.96,59.56,3003.2,2.05,79.7,0
593.15,156.68,9.25,79.09,2935.6,1.24,56.4,1
543.32,175.85,1.22,60.54,3002.0,2.34,85.9,0
558.99,165.97,9.08,87.71,2915.9,1.82,83.1,1
538.26,162.08,1.56,65.78,2998.3,2.32,72.7,0
554.02,165.04,3.67,60.23,2994.1,2.28,96.8,0
567.77,142.64,8.8,84.73,2986.5,1.79,56.8,1
544.48,167.27,2.49,72.02,3028.6,2.25,58.4,0
542.38,171.43,1.63,66.71,3010.6,2.13,93.0,0
586.87,151.86,9.3,88.26,2912.9,1.57,90.2,1
565.58,149.85,7.99,82.47,2989.0,1.55,48.8,1
534.7,169.21,2.25,72.84,2984.8,2.44,86.2,0
549.66,170.14,1.84,67.64,3021.1,1.99,76.7,0
552.42,171.23,1.57,54.66,2965.1,2.35,78.8,0
565.62,160.35,8.65,90.36,2917.6,1.31,75.0,1
543.4,159.4,3.73,72.66,3013.3,2.45,84.3,0
534.0,164.8,1.59,63.91,2984.9,2.53,87.2,0
582.28,154.25,7.64,85.05,2930.8,1.54,72.6,1
544.83,172.86,1.52,63.14,2993.8,2.24,94.1,0
546.68,169.19,2.25,63.95,2988.6,2.25,73.6,0
524.88,165.23,2.24,72.49,3010.6,1.87,83.8,0
529.8,170.76,1.4,54.99,3008.0,2.26,89.5,0
564.3,163.81,8.67,80.57,2943.5,1.42,62.2,1
549.35,170.24,3.07,67.55,2996.9,2.39,80.2,0
538.66,170.4,2.39,67.6,2997.9,2.45,81.8,0
565.18,162.54,6.83,83.96,2924.0,1.51,62.6,1
533.47,164.86,1.03,67.16,2997.9,2.41,93.1,0
521.58,169.24,3.61,62.81,3017.1,2.14,86.7,0
530.9,170.36,1.25,65.13,3013.2,2.28,74.5,0
537.47,161.7,3.17,63.62,3014.1,2.26,76.2,0
540.47,167.63,2.9,63.66,2990.4,1.89,76.1,0
546.9,172.21,6.55,92.42,2936.1,1.9,70.3,1
540.16,163.63,2.73,60.88,2989.3,2.16,79.3,0
535.44,159.45,3.53,71.63,3008.7,1.93,87.8,0
546.93,169.31,1.77,64.7,3003.6,2.28,86.8,0
542.54,172.8,2.93,67.62,2994.5,2.06,86.4,0
552.09,180.11,2.33,68.48,3000.2,1.92,79.8,0
539.94,175.91,3.01,54.57,3011.0,1.89,93.4,0
544.36,177.68,2.05,64.28,2984.3,2.06,75.7,0
546.55,159.91,1.55,63.43,3002.3,2.09,79.0,0
548.86,167.26,3.0,65.02,2984.3,2.43,100.0,0
539.16,166.76,3.12,61.07,2994.2,2.33,82.6,0
554.45,164.81,6.22,72.63,2961.5,1.69,70.0,0
596.21,165.81,9.99,83.81,2907.6,1.45,71.9,1
559.57,156.89,6.45,80.19,2957.2,1.52,92.7,0
532.81,173.05,3.79,67.08,3018.9,2.54,75.8,0
547.51,173.19,2.11,76.05,2995.5,2.24,86.4,0
540.49,169.69,3.65,72.81,2997.9,2.25,85.8,0
527.11,180.38,1.85,75.97,2985.8,2.11,89.4,0
537.88,177.21,2.01,70.31,2979.3,1.96,100.0,0
539.91,178.1,1.65,60.16,3015.8,2.43,98.5,0
582.08,158.23,8.06,95.59,2945.3,1.53,63.0,1
542.13,172.84,3.24,65.51,2996.0,2.21,87.1,0
538.7,169.37,6.94,83.63,3004.2,1.45,53.2,1
567.54,162.0,6.76,80.47,2957.8,1.05,64.4,1
535.43,158.07,1.18,62.06,2995.4,2.34,70.0,0
543.62,166.32,3.29,70.81,3015.5,2.61,97.7,0
541.93,167.04,0.48,58.79,2992.1,2.13,77.1,0
542.72,161.56,3.13,69.54,3006.9,2.16,72.3,0
545.69,167.86,1.04,60.56,2979.8,2.3,86.2,0
527.51,168.77,2.41,71.73,3001.3,2.11,90.7,0
537.79,175.38,1.96,60.93,2992.7,2.1,86.2,0
535.35,177.96,1.44,57.9,2982.1,2.23,56.9,0
527.11,164.87,2.74,66.42,2988.8,1.98,79.3,0
535.61,172.77,4.94,79.3,3018.7,1.59,69.0,0
558.4,167.97,7.72,90.11,2954.1,1.44,100.0,1
541.72,157.0,1.51,50.76,2998.9,2.4,86.1,0
545.45,177.78,3.31,74.28,2998.6,2.12,81.5,0
550.99,165.34,1.8,68.28,2979.0,2.16,98.3,0
519.43,168.12,2.28,62.63,3018.1,2.28,100.0,0
544.27,176.12,1.71,59.25,3007.8,1.93,82.1,0
542.4,167.42,1.91,66.12,2986.1,2.11,79.7,0
598.67,147.61,8.43,91.16,2939.6,1.66,62.3,1
546.37,168.69,1.85,68.72,3009.6,2.24,100.0,0
539.79,166.8,2.75,67.72,2978.1,1.99,62.2,0
521.3,172.41,2.63,61.34,3006.0,2.36,75.5,0
537.59,169.25,2.97,61.93,3023.6,2.45,85.1,0
557.12,153.12,6.95,85.51,2926.7,1.84,61.1,1
543.29,171.12,2.56,63.74,3007.2,2.21,83.7,0
546.52,170.84,2.12,64.4,3024.4,2.16,84.9,0
574.61,168.29,5.48,84.43,2977.4,1.83,44.6,0
538.74,170.71,2.24,71.98,2984.1,2.49,89.0,0
573.56,156.31,6.4,94.01,2968.7,1.92,67.1,1
540.24,156.71,2.71,66.87,3016.9,2.05,100.0,0
554.0,168.95,4.61,83.45,2955.4,1.8,56.9,0
538.21,173.35,2.45,68.6,2983.8,2.25,94.0,0
528.2,170.19,2.05,61.05,3001.8,2.57,85.1,0
581.15,159.17,9.0,87.11,2953.5,1.33,72.0,1
538.05,166.23,2.15,72.3,3017.4,2.24,62.6,0
543.75,170.53,3.09,62.39,2991.7,2.36,93.9,0
549.53,171.12,2.36,60.29,3007.6,2.41,93.7,0
542.55,164.52,1.75,74.06,3014.8,2.19,84.5,0
572.91,165.69,4.5,69.39,2978.9,1.54,85.1,0
550.28,174.96,3.61,64.21,2992.6,2.22,84.2,0
547.07,157.15,6.03,76.34,2972.9,1.61,63.3,0
548.57,177.77,2.52,68.65,2977.8,2.17,79.2,0
543.29,179.13,1.77,62.38,2989.1,2.22,98.7,0
546.07,177.84,2.56,67.08,3034.9,1.83,89.4,0
549.74,170.41,2.76,72.56,2985.8,2.53,82.7,0
537.92,177.41,2.38,60.71,2968.8,2.31,92.7,0
530.8,176.29,2.97,61.81,3020.0,1.88,100.0,0
537.28,174.13,3.27,55.06,2980.7,2.44,89.7,0
541.45,171.35,1.57,70.38,3001.8,2.01,66.4,0
554.39,171.0,2.56,62.29,2994.5,2.05,75.5,0
543.6,174.92,3.56,65.8,2987.4,2.11,78.7,0
543.77,167.19,3.32,64.02,2989.3,2.19,97.4,0
588.47,157.32,8.39,89.85,2950.7,1.27,79.5,1
552.26,163.2,2.09,71.69,2996.5,1.96,92.1,0
561.69,161.05,5.21,66.32,2974.3,2.31,65.8,0
565.37,168.97,7.77,74.01,2985.0,2.12,80.1,1
543.83,170.75,1.9,62.98,3017.7,2.28,71.9,0
540.95,167.23,3.45,73.31,3018.9,2.49,81.4,0
536.0,164.14,3.09,69.11,3035.5,2.15,68.2,0
555.32,164.59,1.53,61.68,2989.5,2.31,80.8,0
527.62,161.14,3.25,70.06,2995.5,2.24,95.7,0
551.53,171.44,1.72,65.64,3008.9,2.34,80.3,0
562.63,155.7,6.08,73.14,2964.0,2.02,62.5,0
540.42,168.08,3.33,69.5,2998.3,2.47,83.1,0
555.84,160.33,6.08,79.08,2954.0,2.03,98.6,0
556.29,171.32,5.22,89.94,2950.4,1.88,55.3,1
564.01,154.42,9.5,101.05,2934.8,1.54,49.9,1
550.45,174.87,3.17,63.31,3002.1,2.12,82.8,0
540.55,171.96,3.2,61.28,3021.4,2.15,64.5,0
536.61,168.68,2.29,67.79,2983.4,2.2,87.5,0
543.17,165.14,2.95,64.33,2970.7,2.34,86.7,0
552.77,167.28,1.7,58.79,3023.9,1.99,84.7,0
532.18,166.53,1.71,65.93,2978.0,2.44,94.1,0
539.19,167.8,2.7,65.84,2991.5,2.23,77.9,0
538.63,164.65,0.6,60.38,2964.6,2.03,99.2,0
531.93,163.23,2.34,77.11,3006.9,2.54,82.5,0
550.92,164.43,3.04,72.69,2978.9,2.19,80.5,0
540.48,160.93,2.16,66.56,3007.7,2.32,89.0,0
568.96,148.97,6.48,84.04,2998.3,1.65,69.4,0
580.35,168.06,11.58,93.22,2962.4,1.86,64.8,1
545.43,168.34,3.44,62.7,2985.8,2.05,92.5,0
556.05,176.32,2.65,67.54,3005.9,2.48,79.8,0
580.52,162.24,10.6,79.9,2937.6,1.19,67.8,1
555.25,158.9,2.83,65.62,3012.2,2.26,100.0,0
562.94,153.07,6.94,78.02,3015.5,1.81,64.4,1
531.32,165.47,2.61,72.71,3023.9,1.74,87.5,0
540.51,160.78,10.37,92.74,2955.5,1.47,56.9,1
582.22,155.21,8.05,84.0,2906.4,1.78,60.7,1
542.71,166.16,3.81,65.69,2995.5,2.14,85.0,0
552.53,173.1,3.66,64.11,3004.5,2.14,72.1,0
549.63,181.79,2.49,62.95,2999.1,2.12,76.8,0
538.83,173.09,1.19,64.88,3004.2,2.0,99.2,0
563.54,157.65,7.79,77.86,2986.1,1.33,66.5,1
526.68,176.23,2.77,59.06,2989.4,2.41,83.2,0
536.65,167.45,3.58,65.3,3020.6,2.24,77.4,0
540.83,165.96,1.74,69.83,3016.1,2.41,92.9,0
557.62,166.95,5.29,79.65,2980.2,2.04,88.5,0
541.16,170.69,5.18,85.53,3012.1,1.63,77.2,0
525.07,170.3,1.89,62.29,2993.9,2.49,84.3,0
539.54,163.14,2.66,68.53,2986.2,2.45,79.0,0
533.92,171.68,1.09,70.12,3013.6,2.3,78.2,0
530.12,177.77,2.67,73.77,3002.3,2.32,75.5,0
547.88,168.57,1.65,64.08,2989.6,2.12,95.6,0
541.05,180.75,2.6,64.62,3002.1,2.13,75.0,0
581.64,160.05,7.14,81.8,2968.7,1.68,78.1,1
540.47,174.48,1.49,66.29,3012.7,2.2,68.9,0
562.6,158.69,6.35,84.12,3033.0,1.8,92.4,0
524.4,172.25,4.57,71.8,3003.9,2.07,97.7,0
564.14,156.94,6.51,77.74,2978.8,2.03,69.5,1
547.13,171.74,2.64,74.27,2977.1,2.54,82.1,0
561.03,161.48,4.72,81.04,3004.2,1.97,69.7,0
521.95,171.04,2.18,69.05,2995.8,2.08,94.4,0
566.03,171.95,6.54,82.54,2971.0,1.73,97.1,1
567.87,158.11,8.16,88.04,2989.4,1.67,95.5,1
550.28,181.74,2.99,70.21,3000.7,2.04,76.2,0
552.89,150.74,8.23,95.57,2955.9,1.48,55.7,1
540.19,167.8,3.42,58.28,2981.6,1.87,81.1,0
538.51,165.74,3.24,63.89,3009.1,1.96,100.0,0
550.22,164.3,2.0,67.57,3001.8,2.37,81.9,0
561.17,146.52,11.32,91.84,2948.1,1.89,60.0,1
540.19,173.75,0.93,73.78,3007.3,2.01,92.8,0
542.33,167.48,0.43,70.6,3008.3,1.94,81.4,0
573.73,152.77,9.37,85.29,2993.3,2.13,66.2,1
577.94,143.45,8.66,97.96,2946.0,1.53,76.5,1
544.48,174.93,1.37,66.27,3025.7,2.18,89.8,0
558.78,159.14,6.9,77.4,2997.3,1.53,88.3,1
544.05,165.79,3.34,62.02,2991.8,2.13,84.0,0
560.44,159.91,8.47,77.47,2942.4,1.16,61.5,1
569.62,158.45,6.55,98.06,2938.7,1.34,77.2,1
533.54,175.06,2.23,62.35,2991.8,2.17,100.0,0
538.79,169.47,1.9,63.64,3001.9,2.17,79.4,0
556.83,159.49,8.11,102.41,2943.1,1.31,60.3,1
557.11,167.05,4.4,81.66,2998.4,2.01,78.9,0
536.56,156.48,3.79,75.25,2979.9,1.57,74.6,0
574.64,152.09,7.08,95.92,2937.1,1.65,84.0,1
534.07,168.13,2.65,67.93,3006.7,2.19,80.8,0
543.3,163.17,2.45,67.19,3027.6,2.22,82.6,0
536.83,165.33,1.65,66.26,3034.6,2.31,69.1,0
534.19,169.19,2.25,59.37,2991.9,2.36,79.3,0
557.77,164.47,5.87,101.09,2982.6,1.57,62.7,1
537.06,170.43,3.4,64.58,2999.5,2.19,98.0,0
525.89,164.95,3.06,61.39,2985.1,2.48,86.7,0
535.19,176.23,2.3,52.9,3001.2,2.27,81.2,0
542.07,166.46,3.54,63.44,3002.7,2.35,100.0,0
542.95,174.34,2.66,69.62,3008.2,2.28,94.8,0
535.78,171.28,1.96,67.75,2991.6,1.92,73.7,0
545.95,162.28,5.57,83.27,2984.3,1.71,89.8,0
538.22,169.47,3.41,71.72,3007.1,2.45,86.8,0
538.62,172.93,3.03,62.79,2996.9,2.15,69.0,0
543.11,173.31,1.87,66.92,3020.2,2.01,89.5,0
545.9,170.05,6.55,75.04,3035.0,2.15,85.4,1
541.53,171.26,3.03,73.74,3007.3,2.3,74.1,0
579.0,159.21,3.01,67.22,2981.7,1.46,75.1,0
545.0,163.72,1.75,59.75,2997.4,2.13,85.0,0
532.76,163.65,1.73,63.62,2988.1,2.39,70.8,0
553.07,168.5,2.21,62.96,2995.2,2.07,87.7,0
540.23,176.02,0.98,70.68,3006.5,2.29,100.0,0
535.32,171.96,3.0,60.03,2995.7,2.42,66.8,0
530.0,168.77,1.05,65.46,2979.5,2.11,92.9,0
533.52,174.24,2.8,59.07,2988.0,2.51,75.8,0
547.47,169.84,2.43,75.29,3040.4,2.33,78.2,0
559.39,149.65,8.1,78.92,2957.5,1.62,70.5,1
560.1,169.79,6.23,86.52,2980.1,1.8,80.1,0
544.51,167.54,2.33,69.05,3004.2,2.18,71.0,0
551.98,165.48,2.06,76.3,3022.5,2.17,97.8,0
545.63,161.19,2.1,58.64,2994.4,2.29,79.0,0
561.83,159.21,6.2,84.17,3006.5,1.81,52.0,0
538.86,171.77,2.12,59.37,3018.4,2.41,81.2,0
525.67,168.78,3.0,69.59,2998.1,2.14,62.8,0
535.01,173.67,1.59,58.23,2998.7,2.51,100.0,0
529.46,173.42,2.48,73.07,2989.8,2.03,79.0,0
566.79,148.24,8.75,80.2,2936.2,1.86,83.0,1
571.65,153.4,7.65,79.84,2966.4,1.57,57.8,1
532.62,174.41,3.79,64.97,2988.5,2.21,78.9,0
537.93,173.17,1.49,69.62,2980.5,2.33,78.5,0
577.2,161.54,9.17,85.6,2931.3,1.28,43.7,1
574.88,168.62,6.38,86.74,2945.6,1.16,55.1,0
546.76,170.57,5.16,75.48,2933.7,2.26,81.3,0
539.04,165.89,3.97,67.4,3011.6,2.34,69.4,0
540.22,164.7,1.51,58.61,3002.1,2.2,72.6,0
537.15,168.1,2.3,55.77,2974.0,2.31,79.0,0
569.0,156.33,6.98,90.78,2950.2,1.89,55.1,1
570.62,156.46,8.09,89.15,2954.5,1.77,59.6,1
533.27,167.88,3.09,59.27,2993.0,2.32,93.8,0
538.46,168.6,2.22,71.9,2993.2,2.26,100.0,0
539.59,165.4,1.0,65.88,3035.3,2.45,96.2,0
541.96,168.53,2.51,61.6,3012.3,2.08,92.9,0
553.87,163.77,3.57,77.61,2950.9,1.89,100.0,0
546.37,155.07,5.6,91.2,3014.5,1.48,78.2,1
535.14,176.09,6.95,74.49,2984.8,1.74,87.4,1
556.27,165.19,9.09,80.16,2964.5,1.74,76.9,1
556.59,152.74,5.0,66.5,2965.2,1.6,83.5,0
534.12,160.76,2.32,69.18,3007.2,2.01,76.9,0
544.22,164.26,2.69,61.08,2984.8,2.21,77.8,0
579.34,156.4,6.31,82.09,2980.4,1.99,54.0,0
572.48,168.13,7.24,84.36,2933.7,1.46,83.9,1
531.09,164.24,1.92,63.1,2998.9,2.4,91.9,0
547.34,167.0,6.98,95.82,2969.1,2.13,77.9,1
528.54,169.63,2.73,67.66,3002.2,2.14,77.6,0
571.01,163.0,8.4,90.3,2960.5,2.15,54.2,1
548.74,170.3,2.29,68.92,2997.8,1.96,100.0,0
574.33,158.84,7.32,93.96,2942.1,1.58,57.4,1
567.81,165.47,10.75,74.25,2980.6,1.41,57.2,1
550.43,155.85,4.32,73.52,2983.5,1.82,81.8,0
539.47,173.37,1.68,61.97,2983.4,2.05,77.1,0
566.98,154.74,9.05,87.42,2950.7,1.24,45.6,1
544.32,161.15,1.92,68.44,2991.1,2.13,67.8,0
560.6,153.88,4.79,83.67,2968.6,1.35,92.2,0
545.88,161.11,3.61,61.01,3007.7,2.1,69.3,0
543.85,170.38,2.42,60.27,3027.2,1.91,89.1,0
543.01,172.34,2.62,70.58,2994.1,2.2,93.3,0
531.47,168.08,1.46,66.86,3016.0,2.18,68.8,0
548.17,166.04,2.36,63.14,2978.7,2.2,75.1,0
548.28,173.93,1.47,64.15,3031.8,2.1,78.3,0
575.85,152.55,8.38,91.37,2987.0,1.39,49.5,1
546.57,169.54,3.26,58.7,2996.3,2.02,76.6,0
545.89,180.11,2.71,62.94,2995.5,2.1,80.4,0
545.57,156.53,8.34,93.69,2944.0,1.32,67.7,1
547.02,166.81,7.95,79.28,2983.5,1.7,59.7,1
532.35,166.51,4.06,82.35,2982.4,1.74,99.4,0
544.61,158.58,2.27,62.83,2997.3,2.25,82.9,0
545.09,172.87,2.66,71.43,2995.3,2.14,65.9,0
548.45,182.6,2.47,60.72,3009.3,2.33,100.0,0
537.57,175.86,1.78,66.37,3021.8,2.06,82.0,0
593.63,161.88,7.85,81.48,2991.2,1.23,97.2,1
557.18,167.49,3.2,62.53,2984.6,2.44,84.5,0
565.24,169.2,5.47,78.94,3009.5,2.15,73.1,0
546.3,166.12,2.13,65.36,3020.6,2.24,90.3,0
549.4,166.46,4.62,83.65,2973.0,1.49,100.0,0
550.67,168.31,2.71,61.1,3008.9,2.26,90.1,0
529.12,165.74,2.3,65.49,2998.4,2.07,98.9,0
541.67,166.49,3.59,61.45,3017.7,2.15,100.0,0
566.79,172.31,8.68,89.46,2970.3,1.46,78.8,1
542.36,165.43,2.8,67.2,2970.6,2.21,89.1,0
563.86,154.76,8.68,86.18,2973.2,1.5,71.1,1
541.21,163.55,1.35,56.08,3020.6,2.44,85.0,0
530.28,163.85,2.33,59.85,2990.0,2.14,75.7,0
541.35,166.52,2.07,68.77,2980.5,2.24,89.8,0
